signal_date,总分,结论,仓位
2024-05-17,30.0,中性,0.0
2024-05-20,32.5,中性,0.0
2024-05-21,70.0,看多,1.0
2024-05-22,15.0,看空,0.0
2024-05-23,10.0,看空,0.0
2024-05-24,55.0,中性,0.0
2024-05-27,55.0,中性,0.0
2024-05-28,55.0,中性,0.0
2024-05-29,10.0,看空,0.0
2024-05-30,25.0,看空,0.0
2024-05-31,27.5,看空,0.0
2024-06-03,35.0,中性,0.0
2024-06-04,87.5,看多,1.0
2024-06-05,87.5,看多,1.0
2024-06-06,75.0,看多,1.0
2024-06-07,82.5,看多,1.0
2024-06-11,70.0,看多,1.0
2024-06-12,62.5,中性,0.0
2024-06-13,17.5,看空,0.0
2024-06-14,67.5,中性,0.0
2024-06-17,52.5,中性,0.0
2024-06-18,20.0,看空,0.0
2024-06-19,75.0,看多,1.0
2024-06-20,70.0,看多,1.0
2024-06-21,70.0,看多,1.0
2024-06-24,62.5,中性,0.0
2024-06-25,55.0,中性,0.0
2024-06-26,7.5,看空,0.0
2024-06-27,27.5,看空,0.0
2024-06-28,70.0,看多,1.0
2024-07-01,75.0,看多,1.0
2024-07-02,22.5,看空,0.0
2024-07-03,72.5,看多,1.0
2024-07-04,35.0,中性,0.0
2024-07-05,17.5,看空,0.0
2024-07-08,20.0,看空,0.0
2024-07-09,22.5,看空,0.0
2024-07-10,25.0,看空,0.0
2024-07-11,25.0,看空,0.0
2024-07-12,20.0,看空,0.0
2024-07-15,72.5,看多,1.0
2024-07-16,22.5,看空,0.0
2024-07-17,80.0,看多,1.0
2024-07-18,95.0,看多,1.0
2024-07-19,77.5,看多,1.0
2024-07-22,67.5,中性,0.0
2024-07-23,70.0,看多,1.0
2024-07-24,72.5,看多,1.0
2024-07-25,52.5,中性,0.0
2024-07-26,60.0,中性,0.0
2024-07-29,62.5,中性,0.0
2024-07-30,77.5,看多,1.0
2024-07-31,52.5,中性,0.0
2024-08-01,75.0,看多,1.0
2024-08-02,60.0,中性,0.0
2024-08-05,62.5,中性,0.0
2024-08-06,67.5,中性,0.0
2024-08-07,77.5,看多,1.0
2024-08-08,65.0,中性,0.0
2024-08-09,77.5,看多,1.0
2024-08-12,65.0,中性,0.0
2024-08-13,17.5,看空,0.0
2024-08-14,17.5,看空,0.0
2024-08-15,10.0,看空,0.0
2024-08-16,2.5,看空,0.0
2024-08-19,27.5,看空,0.0
2024-08-20,20.0,看空,0.0
2024-08-21,5.0,看空,0.0
2024-08-22,5.0,看空,0.0
2024-08-23,15.0,看空,0.0
2024-08-26,15.0,看空,0.0
2024-08-27,20.0,看空,0.0
2024-08-28,20.0,看空,0.0
2024-08-29,17.5,看空,0.0
2024-08-30,25.0,看空,0.0
2024-09-02,45.0,中性,0.0
2024-09-03,40.0,中性,0.0
2024-09-04,40.0,中性,0.0
2024-09-05,72.5,看多,1.0
2024-09-06,65.0,中性,0.0
2024-09-09,22.5,看空,0.0
2024-09-10,30.0,中性,0.0
2024-09-11,25.0,看空,0.0
2024-09-12,30.0,中性,0.0
2024-09-13,5.0,看空,0.0
2024-09-18,65.0,中性,0.0
2024-09-19,65.0,中性,0.0
2024-09-20,65.0,中性,0.0
2024-09-23,50.0,中性,0.0
2024-09-24,45.0,中性,0.0
2024-09-25,5.0,看空,0.0
2024-09-26,5.0,看空,0.0
2024-09-27,5.0,看空,0.0
2024-09-30,2.5,看空,0.0
2024-10-08,45.0,中性,0.0
2024-10-09,42.5,中性,0.0
2024-10-10,45.0,中性,0.0
2024-10-11,42.5,中性,0.0
2024-10-14,47.5,中性,0.0
2024-10-15,32.5,中性,0.0
2024-10-16,72.5,看多,1.0
2024-10-17,50.0,中性,0.0
2024-10-18,65.0,中性,0.0
2024-10-21,62.5,中性,0.0
2024-10-22,60.0,中性,0.0
2024-10-23,65.0,中性,0.0
2024-10-24,20.0,看空,0.0
2024-10-25,2.5,看空,0.0
2024-10-28,2.5,看空,0.0
2024-10-29,10.0,看空,0.0
2024-10-30,15.0,看空,0.0
2024-10-31,30.0,中性,0.0
2024-11-01,45.0,中性,0.0
2024-11-04,50.0,中性,0.0
2024-11-05,47.5,中性,0.0
2024-11-06,47.5,中性,0.0
2024-11-07,97.5,看多,1.0
2024-11-08,97.5,看多,1.0
2024-11-11,92.5,看多,1.0
2024-11-12,77.5,看多,1.0
2024-11-13,80.0,看多,1.0
2024-11-14,90.0,看多,1.0
2024-11-15,72.5,看多,1.0
2024-11-18,65.0,中性,0.0
2024-11-19,60.0,中性,0.0
2024-11-20,45.0,中性,0.0
2024-11-21,52.5,中性,0.0
2024-11-22,45.0,中性,0.0
2024-11-25,45.0,中性,0.0
2024-11-26,52.5,中性,0.0
2024-11-27,55.0,中性,0.0
2024-11-28,50.0,中性,0.0
2024-11-29,50.0,中性,0.0
2024-12-02,55.0,中性,0.0
2024-12-03,50.0,中性,0.0
2024-12-04,45.0,中性,0.0
2024-12-05,50.0,中性,0.0
2024-12-06,55.0,中性,0.0
2024-12-09,50.0,中性,0.0
2024-12-10,70.0,看多,1.0
2024-12-11,72.5,看多,1.0
2024-12-12,72.5,看多,1.0
2024-12-13,87.5,看多,1.0
2024-12-16,77.5,看多,1.0
2024-12-17,72.5,看多,1.0
2024-12-18,37.5,中性,0.0
2024-12-19,22.5,看空,0.0
2024-12-20,37.5,中性,0.0
2024-12-23,37.5,中性,0.0
2024-12-24,92.5,看多,1.0
2024-12-25,57.5,中性,0.0
2025-01-02,100.0,看多,1.0
2025-01-03,92.5,看多,1.0
2025-01-06,92.5,看多,1.0
2025-01-07,35.0,中性,0.0
2025-01-08,35.0,中性,0.0
2025-01-09,37.5,中性,0.0
2025-01-10,42.5,中性,0.0
2025-01-13,22.5,看空,0.0
2025-01-14,20.0,看空,0.0
2025-01-15,0.0,看空,0.0
2025-01-16,7.5,看空,0.0
2025-01-17,0.0,看空,0.0
2025-01-20,22.5,看空,0.0
2025-01-21,20.0,看空,0.0
2025-01-22,40.0,中性,0.0
2025-01-23,50.0,中性,0.0
2025-01-24,50.0,中性,0.0
2025-01-27,12.5,看空,0.0
2025-02-05,20.0,看空,0.0
2025-02-06,67.5,中性,0.0
2025-02-07,72.5,看多,1.0
2025-02-10,70.0,看多,1.0
2025-02-11,65.0,中性,0.0
2025-02-12,72.5,看多,1.0
2025-02-13,75.0,看多,1.0
2025-02-14,60.0,中性,0.0
2025-02-17,45.0,中性,0.0
2025-02-18,67.5,中性,0.0
2025-02-19,20.0,看空,0.0
2025-02-20,0.0,看空,0.0
2025-02-21,2.5,看空,0.0
2025-02-24,5.0,看空,0.0
2025-02-25,2.5,看空,0.0
2025-02-26,10.0,看空,0.0
2025-02-27,15.0,看空,0.0
2025-02-28,5.0,看空,0.0
2025-03-03,30.0,中性,0.0
2025-03-04,67.5,中性,0.0
2025-03-05,67.5,中性,0.0
2025-03-06,62.5,中性,0.0
2025-03-07,72.5,看多,1.0
2025-03-10,40.0,中性,0.0
2025-03-11,37.5,中性,0.0
2025-03-12,37.5,中性,0.0
2025-03-13,37.5,中性,0.0
2025-03-14,42.5,中性,0.0
2025-03-17,25.0,看空,0.0
2025-03-18,20.0,看空,0.0
2025-03-19,20.0,看空,0.0
2025-03-20,65.0,中性,0.0
2025-03-21,65.0,中性,0.0
2025-03-24,70.0,看多,1.0
2025-03-25,45.0,中性,0.0
2025-03-26,55.0,中性,0.0
2025-03-27,70.0,看多,1.0
2025-03-28,67.5,中性,0.0
2025-03-31,72.5,看多,1.0
2025-04-01,100.0,看多,1.0
2025-04-02,87.5,看多,1.0
2025-04-03,82.5,看多,1.0
2025-04-07,72.5,看多,1.0
2025-04-08,90.0,看多,1.0
2025-04-09,62.5,中性,0.0
2025-04-10,65.0,中性,0.0
2025-04-11,70.0,看多,1.0
2025-04-14,72.5,看多,1.0
2025-04-15,7.5,看空,0.0
2025-04-16,80.0,看多,1.0
2025-04-17,57.5,中性,0.0
2025-04-18,75.0,看多,1.0
2025-04-21,75.0,看多,1.0
2025-04-22,70.0,看多,1.0
2025-04-23,75.0,看多,1.0
2025-04-24,25.0,看空,0.0
2025-04-25,17.5,看空,0.0
2025-04-28,62.5,中性,0.0
2025-04-29,67.5,中性,0.0
2025-04-30,62.5,中性,0.0
2025-05-06,70.0,看多,1.0
2025-05-07,70.0,看多,1.0
2025-05-08,72.5,看多,1.0
2025-05-09,90.0,看多,1.0
2025-05-12,87.5,看多,1.0
2025-05-13,85.0,看多,1.0
2025-05-14,70.0,看多,1.0
2025-05-15,75.0,看多,1.0
2025-05-16,20.0,看空,0.0
2025-05-19,25.0,看空,0.0
2025-05-20,25.0,看空,0.0
2025-05-21,25.0,看空,0.0
2025-05-22,25.0,看空,0.0
2025-05-23,75.0,看多,1.0
2025-05-26,62.5,中性,0.0
2025-05-27,62.5,中性,0.0
2025-05-28,67.5,中性,0.0
2025-05-29,75.0,看多,1.0
2025-05-30,75.0,看多,1.0
2025-06-03,75.0,看多,1.0
2025-06-04,87.5,看多,1.0
2025-06-05,37.5,中性,0.0
2025-06-06,42.5,中性,0.0
2025-06-09,37.5,中性,0.0
2025-06-10,37.5,中性,0.0
2025-06-11,82.5,看多,1.0
2025-06-12,75.0,看多,1.0
2025-06-13,70.0,看多,1.0
2025-06-16,75.0,看多,1.0
2025-06-17,65.0,中性,0.0
2025-06-18,70.0,看多,1.0
2025-06-19,52.5,中性,0.0
2025-06-20,57.5,中性,0.0
2025-06-23,52.5,中性,0.0
2025-06-24,62.5,中性,0.0
2025-06-25,62.5,中性,0.0
2025-06-26,17.5,看空,0.0
2025-06-27,17.5,看空,0.0
2025-06-30,92.5,看多,1.0
2025-07-01,87.5,看多,1.0
2025-07-02,70.0,看多,1.0
2025-07-03,70.0,看多,1.0
2025-07-04,75.0,看多,1.0
2025-07-07,75.0,看多,1.0
2025-07-08,75.0,看多,1.0
2025-07-09,75.0,看多,1.0
2025-07-10,80.0,看多,1.0
2025-07-11,75.0,看多,1.0
2025-07-14,70.0,看多,1.0
2025-07-15,2.5,看空,0.0
2025-07-16,2.5,看空,0.0
2025-07-17,7.5,看空,0.0
2025-07-18,20.0,看空,0.0
2025-07-21,20.0,看空,0.0
2025-07-22,20.0,看空,0.0
2025-07-23,25.0,看空,0.0
2025-07-24,15.0,看空,0.0
2025-07-25,7.5,看空,0.0
2025-07-28,17.5,看空,0.0
2025-07-29,27.5,看空,0.0
2025-07-30,30.0,中性,0.0
2025-07-31,40.0,中性,0.0
2025-08-01,37.5,中性,0.0
2025-08-04,75.0,看多,1.0
2025-08-05,87.5,看多,1.0
2025-08-06,87.5,看多,1.0
2025-08-07,80.0,看多,1.0
2025-08-08,92.5,看多,1.0
2025-08-11,42.5,中性,0.0
2025-08-12,25.0,看空,0.0
2025-08-13,20.0,看空,0.0
2025-08-14,20.0,看空,0.0
2025-08-15,2.5,看空,0.0
2025-08-18,20.0,看空,0.0
2025-08-19,20.0,看空,0.0
2025-08-20,20.0,看空,0.0
2025-08-21,0.0,看空,0.0
2025-08-22,30.0,中性,0.0
2025-08-25,7.5,看空,0.0
2025-08-26,17.5,看空,0.0
2025-08-27,17.5,看空,0.0
2025-08-28,35.0,中性,0.0
2025-08-29,25.0,看空,0.0
2025-09-01,92.5,看多,1.0
2025-09-02,70.0,看多,1.0
2025-09-03,75.0,看多,1.0
2025-09-04,25.0,看空,0.0
2025-09-05,75.0,看多,1.0
2025-09-08,70.0,看多,1.0
2025-09-09,42.5,中性,0.0
2025-09-10,20.0,看空,0.0
2025-09-11,25.0,看空,0.0
2025-09-12,25.0,看空,0.0
2025-09-15,25.0,看空,0.0
2025-09-16,25.0,看空,0.0
2025-09-17,20.0,看空,0.0
2025-09-18,25.0,看空,0.0
2025-09-19,25.0,看空,0.0
2025-09-22,80.0,看多,1.0
2025-09-23,25.0,看空,0.0
2025-09-24,30.0,中性,0.0
2025-09-25,30.0,中性,0.0
2025-09-26,30.0,中性,0.0
2025-09-29,17.5,看空,0.0
2025-09-30,22.5,看空,0.0
2025-10-09,42.5,中性,0.0
2025-10-10,42.5,中性,0.0
2025-10-13,42.5,中性,0.0
2025-10-14,32.5,中性,0.0
2025-10-15,20.0,看空,0.0
2025-10-16,37.5,中性,0.0
2025-10-17,20.0,看空,0.0
2025-10-20,22.5,看空,0.0
2025-10-21,30.0,中性,0.0
2025-10-22,75.0,看多,1.0
2025-10-23,20.0,看空,0.0
2025-10-24,25.0,看空,0.0
2025-10-27,62.5,中性,0.0
2025-10-28,62.5,中性,0.0
2025-10-29,67.5,中性,0.0
2025-10-30,67.5,中性,0.0
2025-10-31,80.0,看多,1.0
2025-11-03,87.5,看多,1.0
2025-11-04,75.0,看多,1.0
2025-11-05,75.0,看多,1.0
2025-11-06,75.0,看多,1.0
2025-11-07,70.0,看多,1.0
2025-11-10,70.0,看多,1.0
2025-11-11,75.0,看多,1.0
2025-11-12,75.0,看多,1.0
2025-11-13,80.0,看多,1.0
2025-11-14,80.0,看多,1.0
2025-11-17,25.0,看空,0.0
2025-11-18,75.0,看多,1.0
2025-11-19,25.0,看空,0.0
2025-11-20,70.0,看多,1.0
2025-11-21,65.0,中性,0.0
2025-11-24,7.5,看空,0.0
2025-11-25,7.5,看空,0.0
2025-11-26,12.5,看空,0.0
2025-11-27,17.5,看空,0.0
2025-11-28,17.5,看空,0.0
2025-12-01,35.0,中性,0.0
2025-12-02,30.0,中性,0.0
2025-12-03,30.0,中性,0.0
2025-12-04,30.0,中性,0.0
2025-12-05,22.5,看空,0.0
2025-12-08,42.5,中性,0.0
2025-12-09,42.5,中性,0.0
2025-12-10,42.5,中性,0.0
2025-12-11,42.5,中性,0.0
2025-12-12,45.0,中性,0.0
2025-12-15,42.5,中性,0.0
2025-12-16,42.5,中性,0.0
2025-12-17,42.5,中性,0.0
2025-12-18,42.5,中性,0.0
2025-12-19,47.5,中性,0.0
2025-12-22,42.5,中性,0.0
2025-12-23,42.5,中性,0.0
2025-12-24,42.5,中性,0.0
2025-12-25,17.5,看空,0.0
2025-12-26,17.5,看空,0.0
2025-12-29,67.5,中性,0.0
2025-12-30,55.0,中性,0.0
2025-12-31,75.0,看多,1.0
2026-01-05,87.5,看多,1.0
2026-01-06,42.5,中性,0.0
2026-01-07,37.5,中性,0.0
2026-01-08,37.5,中性,0.0
2026-01-09,37.5,中性,0.0
2026-01-12,25.0,看空,0.0
2026-01-13,20.0,看空,0.0
2026-01-14,25.0,看空,0.0
2026-01-15,25.0,看空,0.0
2026-01-16,7.5,看空,0.0
2026-01-19,25.0,看空,0.0
2026-01-20,25.0,看空,0.0
2026-01-21,15.0,看空,0.0
2026-01-22,65.0,中性,0.0
2026-01-23,57.5,中性,0.0
2026-01-26,52.5,中性,0.0
2026-01-27,52.5,中性,0.0
2026-01-28,62.5,中性,0.0
2026-01-29,12.5,看空,0.0
2026-01-30,2.5,看空,0.0
2026-02-02,52.5,中性,0.0
2026-02-03,52.5,中性,0.0
2026-02-04,52.5,中性,0.0
2026-02-05,57.5,中性,0.0
2026-02-06,62.5,中性,0.0
2026-02-09,62.5,中性,0.0
2026-02-10,80.0,看多,1.0
2026-02-11,72.5,看多,1.0
2026-02-24,65.0,中性,0.0
2026-02-25,52.5,中性,0.0
2026-02-26,57.5,中性,0.0
2026-02-27,62.5,中性,0.0
2026-03-02,57.5,中性,0.0
2026-03-03,12.5,看空,0.0
2026-03-04,30.0,中性,0.0
2026-03-05,62.5,中性,0.0
2026-03-06,67.5,中性,0.0
2026-03-09,80.0,看多,1.0
2026-03-10,92.5,看多,1.0
2026-03-11,70.0,看多,1.0
2026-03-12,70.0,看多,1.0
2026-03-13,65.0,中性,0.0
2026-03-16,65.0,中性,0.0
2026-03-17,65.0,中性,0.0
2026-03-18,25.0,看空,0.0
2026-03-19,70.0,看多,1.0
2026-03-20,80.0,看多,1.0
2026-03-23,57.5,中性,0.0
2026-03-24,80.0,看多,1.0
2026-03-25,62.5,中性,0.0
2026-03-26,62.5,中性,0.0
2026-03-27,80.0,看多,1.0
2026-03-30,75.0,看多,1.0
2026-03-31,75.0,看多,1.0
2026-04-01,80.0,看多,1.0
2026-04-02,97.5,看多,1.0
2026-04-03,70.0,看多,1.0
2026-04-07,70.0,看多,1.0
2026-04-08,70.0,看多,1.0
2026-04-09,75.0,看多,1.0
2026-04-10,80.0,看多,1.0
2026-04-13,75.0,看多,1.0
2026-04-14,75.0,看多,1.0
2026-04-15,72.5,看多,1.0
2026-04-16,70.0,看多,1.0
2026-04-17,57.5,中性,0.0
2026-04-20,75.0,看多,1.0
2026-04-21,70.0,看多,1.0
2026-04-22,70.0,看多,1.0
2026-04-23,80.0,看多,1.0
2026-04-24,80.0,看多,1.0
2026-04-27,62.5,中性,0.0
2026-04-28,67.5,中性,0.0
2026-04-29,72.5,看多,1.0
2026-04-30,92.5,看多,1.0
2026-05-06,82.5,看多,1.0
2026-05-07,87.5,看多,1.0
2026-05-08,87.5,看多,1.0
2026-05-11,87.5,看多,1.0
2026-05-12,87.5,看多,1.0
2026-05-13,87.5,看多,1.0
2026-05-14,70.0,看多,1.0
2026-05-15,62.5,中性,0.0
2026-05-18,80.0,看多,1.0
2026-05-19,70.0,看多,1.0
2026-05-20,65.0,中性,0.0
2026-05-21,70.0,看多,1.0
2026-05-22,70.0,看多,1.0
2026-05-25,57.5,中性,0.0
2026-05-26,62.5,中性,0.0
2026-05-27,67.5,中性,0.0
2026-05-28,80.0,看多,1.0
2026-05-29,85.0,看多,1.0
2026-06-01,70.0,看多,1.0
2026-06-02,75.0,看多,1.0
2026-06-03,75.0,看多,1.0
2026-06-04,65.0,中性,0.0
2026-06-05,65.0,中性,0.0
2026-06-08,80.0,看多,1.0
2026-06-09,70.0,看多,1.0
2026-06-10,75.0,看多,1.0
2026-06-11,20.0,看空,0.0
2026-06-12,25.0,看空,0.0
2026-06-15,30.0,中性,0.0
2026-06-16,25.0,看空,0.0
2026-06-17,47.5,中性,0.0
2026-06-18,37.5,中性,0.0
2026-06-22,65.0,中性,0.0
2026-06-23,52.5,中性,0.0
2026-06-24,52.5,中性,0.0
2026-06-25,62.5,中性,0.0
2026-06-26,62.5,中性,0.0
2026-06-29,80.0,看多,1.0
2026-06-30,80.0,看多,1.0
2026-07-01,97.5,看多,1.0
2026-07-02,92.5,看多,1.0
2026-07-03,70.0,看多,1.0
2026-07-06,37.5,中性,0.0
2026-07-07,20.0,看空,0.0
2026-07-08,42.5,中性,0.0
2026-07-09,37.5,中性,0.0
2026-07-10,37.5,中性,0.0
2026-07-13,25.0,看空,0.0
2026-07-14,80.0,看多,1.0
2026-07-15,57.5,中性,0.0
2026-07-16,72.5,看多,1.0
2026-07-17,62.5,中性,0.0
2026-07-20,72.5,看多,1.0
2026-07-21,25.0,看空,0.0
2026-07-22,77.5,看多,1.0
2026-07-23,72.5,看多,1.0
2026-07-24,77.5,看多,1.0
2026-07-27,70.0,看多,1.0
2026-07-28,75.0,看多,1.0
2026-07-29,62.5,中性,0.0
2026-07-30,75.0,看多,1.0
2026-07-31,75.0,看多,1.0
2026-08-03,75.0,看多,1.0
2026-08-04,72.5,看多,1.0
2026-08-05,75.0,看多,1.0
2026-08-06,75.0,看多,1.0
2026-08-07,77.5,看多,1.0
2026-08-10,72.5,看多,1.0
2026-08-11,77.5,看多,1.0
2026-08-12,75.0,看多,1.0
2026-08-13,75.0,看多,1.0
2026-08-14,72.5,看多,1.0
2026-08-17,75.0,看多,1.0
2026-08-18,70.0,看多,1.0
2026-08-19,72.5,看多,1.0
2026-08-20,77.5,看多,1.0
2026-08-21,77.5,看多,1.0
2026-08-24,77.5,看多,1.0
2026-08-25,67.5,中性,0.0
2026-08-26,67.5,中性,0.0
2026-08-27,67.5,中性,0.0
2026-08-28,72.5,看多,1.0
2026-08-31,75.0,看多,1.0
2026-09-01,75.0,看多,1.0
2026-09-02,75.0,看多,1.0
2026-09-03,75.0,看多,1.0
2026-09-04,72.5,看多,1.0
