signal_date,周期起始,周期结束,总分_raw,总分,供给模块_利空,需求模块_利空,估值模块_利空,情绪模块_利空,利空模块数,供给或需求利空,供给_发行量_得分,供给_发行量_定性,供给_发行占比_得分,供给_发行占比_定性,供给_10Y以上发行_得分,供给_10Y以上发行_定性,供给_发飞惩罚_得分,供给_发飞惩罚_定性,银行需求_得分,银行需求_定性,利差_地方债国债_得分,利差_地方债国债_定性,利差_周度变化_得分,利差_周度变化_定性,利差_地方债NCD_得分,利差_地方债NCD_定性,非银情绪_得分,非银情绪_定性,结论,仓位
2022-03-15,2022-03-15,2022-03-15,22.5,22.5,1,1,0,1,3,1,0.0,利空,10.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,利多,12.5,中性,0.0,利空,0.0,利空,看空,0.0
2022-03-16,2022-03-16,2022-03-16,22.5,22.5,0,1,0,1,2,1,0.0,中性,10.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,中性,12.5,中性,0.0,利空,0.0,利空,看空,0.0
2022-03-17,2022-03-17,2022-03-17,10.0,10.0,0,1,1,1,3,1,0.0,中性,10.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,利多,0.0,利空,0.0,利空,0.0,利空,看空,0.0
2022-03-18,2022-03-18,2022-03-18,20.0,20.0,0,1,0,1,2,1,0.0,中性,20.0,利多,0.0,利空,0.0,中性,0.0,利空,0.0,利多,0.0,利空,0.0,中性,0.0,利空,看空,0.0
2022-03-21,2022-03-21,2022-03-21,22.5,22.5,0,1,0,1,2,1,0.0,中性,10.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,利多,12.5,中性,0.0,中性,0.0,利空,看空,0.0
2022-03-22,2022-03-22,2022-03-22,35.0,35.0,0,1,0,1,2,1,0.0,中性,10.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,中性,25.0,利多,0.0,中性,0.0,利空,中性,0.0
2022-03-23,2022-03-23,2022-03-23,22.5,22.5,0,1,0,1,2,1,0.0,中性,10.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,中性,12.5,中性,0.0,利空,0.0,利空,看空,0.0
2022-03-24,2022-03-24,2022-03-24,60.0,60.0,0,0,0,1,1,0,0.0,中性,20.0,利多,10.0,中性,0.0,中性,5.0,中性,0.0,中性,25.0,利多,0.0,利空,0.0,利空,中性,0.0
2022-03-25,2022-03-25,2022-03-25,40.0,40.0,0,0,0,1,1,0,0.0,中性,0.0,利空,10.0,中性,0.0,中性,5.0,中性,0.0,中性,25.0,利多,0.0,利空,0.0,利空,中性,0.0
2022-03-28,2022-03-28,2022-03-28,40.0,40.0,0,0,0,1,1,0,0.0,中性,0.0,利空,10.0,中性,0.0,中性,5.0,中性,0.0,利多,25.0,利多,0.0,利空,0.0,利空,中性,0.0
2022-03-29,2022-03-29,2022-03-29,15.0,15.0,0,0,1,1,2,0,0.0,中性,0.0,利空,10.0,中性,0.0,中性,5.0,中性,0.0,利多,0.0,利空,0.0,利空,0.0,利空,看空,0.0
2022-03-30,2022-03-30,2022-03-30,15.0,15.0,0,0,1,1,2,0,0.0,利多,0.0,利空,10.0,中性,0.0,中性,5.0,中性,0.0,利多,0.0,利空,0.0,利空,0.0,利空,看空,0.0
2022-03-31,2022-03-31,2022-03-31,15.0,15.0,0,0,1,1,2,0,0.0,利多,0.0,利空,10.0,中性,0.0,中性,5.0,中性,0.0,利多,0.0,利空,0.0,利空,0.0,利空,看空,0.0
2022-04-01,2022-04-01,2022-04-01,27.5,27.5,0,0,0,1,1,0,0.0,利多,0.0,利空,10.0,中性,0.0,中性,5.0,中性,0.0,中性,12.5,中性,0.0,中性,0.0,利空,看空,0.0
2022-04-02,2022-04-02,2022-04-02,37.5,37.5,0,0,0,1,1,0,0.0,利多,0.0,利空,20.0,利多,0.0,中性,5.0,中性,0.0,利多,12.5,中性,0.0,中性,0.0,利空,中性,0.0
2022-04-06,2022-04-06,2022-04-06,75.0,75.0,0,0,0,1,1,0,0.0,利多,20.0,利多,20.0,利多,0.0,中性,10.0,利多,0.0,中性,25.0,利多,0.0,中性,0.0,利空,看多,1.0
2022-04-07,2022-04-07,2022-04-07,57.5,57.5,0,0,0,1,1,0,0.0,利多,20.0,利多,20.0,利多,0.0,中性,5.0,中性,0.0,利多,12.5,中性,0.0,利多,0.0,利空,中性,0.0
2022-04-08,2022-04-08,2022-04-08,95.0,95.0,0,0,0,0,0,0,0.0,利多,20.0,利多,20.0,利多,0.0,中性,5.0,中性,0.0,利多,25.0,利多,0.0,利多,25.0,利多,看多,1.0
2022-04-11,2022-04-11,2022-04-11,95.0,95.0,0,0,0,0,0,0,0.0,利多,20.0,利多,20.0,利多,0.0,中性,5.0,中性,0.0,中性,25.0,利多,0.0,利多,25.0,利多,看多,1.0
2022-04-12,2022-04-12,2022-04-12,70.0,70.0,0,0,0,1,1,0,0.0,利多,20.0,利多,20.0,利多,0.0,中性,5.0,中性,0.0,中性,25.0,利多,0.0,利多,0.0,利空,看多,1.0
2022-04-13,2022-04-13,2022-04-13,75.0,75.0,0,0,0,1,1,0,0.0,利多,20.0,利多,20.0,利多,0.0,中性,10.0,利多,0.0,利空,25.0,利多,0.0,中性,0.0,利空,看多,1.0
2022-04-14,2022-04-14,2022-04-14,75.0,75.0,0,0,0,1,1,0,0.0,利多,20.0,利多,20.0,利多,0.0,中性,10.0,利多,0.0,中性,25.0,利多,0.0,中性,0.0,利空,看多,1.0
2022-04-15,2022-04-15,2022-04-15,75.0,75.0,0,0,0,1,1,0,0.0,利多,20.0,利多,20.0,利多,0.0,中性,10.0,利多,0.0,利空,25.0,利多,0.0,利多,0.0,利空,看多,1.0
2022-04-18,2022-04-18,2022-04-18,75.0,75.0,0,0,0,1,1,0,0.0,中性,20.0,利多,20.0,利多,0.0,中性,10.0,利多,0.0,利空,25.0,利多,0.0,利多,0.0,利空,看多,1.0
2022-04-19,2022-04-19,2022-04-19,75.0,75.0,0,0,0,1,1,0,0.0,中性,20.0,利多,20.0,利多,0.0,中性,10.0,利多,0.0,利空,25.0,利多,0.0,中性,0.0,利空,看多,1.0
2022-04-20,2022-04-20,2022-04-20,70.0,70.0,0,0,0,1,1,0,0.0,中性,20.0,利多,20.0,利多,0.0,中性,5.0,中性,0.0,利空,25.0,利多,0.0,利多,0.0,利空,看多,1.0
2022-04-21,2022-04-21,2022-04-21,70.0,70.0,0,0,0,1,1,0,0.0,利多,20.0,利多,20.0,利多,0.0,中性,5.0,中性,0.0,利空,25.0,利多,0.0,利多,0.0,利空,看多,1.0
2022-04-22,2022-04-22,2022-04-22,47.5,47.5,0,0,0,1,1,0,0.0,中性,20.0,利多,10.0,中性,0.0,中性,5.0,中性,0.0,利空,12.5,中性,0.0,利多,0.0,利空,中性,0.0
2022-04-24,2022-04-24,2022-04-24,60.0,60.0,0,0,0,1,1,0,0.0,中性,20.0,利多,10.0,中性,0.0,中性,5.0,中性,0.0,利空,25.0,利多,0.0,利多,0.0,利空,中性,0.0
2022-04-25,2022-04-25,2022-04-25,47.5,47.5,0,0,0,1,1,0,0.0,中性,20.0,利多,10.0,中性,0.0,中性,5.0,中性,0.0,利空,12.5,中性,0.0,利多,0.0,利空,中性,0.0
2022-04-26,2022-04-26,2022-04-26,55.0,55.0,0,1,1,0,2,1,0.0,中性,20.0,利多,10.0,中性,0.0,中性,0.0,利空,0.0,利空,0.0,利空,0.0,利多,25.0,利多,中性,0.0
2022-04-27,2022-04-27,2022-04-27,67.5,67.5,0,1,0,0,1,1,0.0,利多,20.0,利多,10.0,中性,0.0,中性,0.0,利空,0.0,利空,12.5,中性,0.0,利多,25.0,利多,中性,0.0
2022-04-28,2022-04-28,2022-04-28,80.0,80.0,0,1,0,0,1,1,0.0,利多,20.0,利多,10.0,中性,0.0,中性,0.0,利空,0.0,利空,25.0,利多,0.0,利多,25.0,利多,看多,1.0
2022-04-29,2022-04-29,2022-04-29,70.0,70.0,0,1,0,0,1,1,0.0,利多,0.0,利空,20.0,利多,0.0,中性,0.0,利空,0.0,利空,25.0,利多,0.0,利多,25.0,利多,看多,1.0
2022-05-05,2022-05-05,2022-05-05,90.0,90.0,0,1,0,0,1,1,0.0,利多,20.0,利多,20.0,利多,0.0,中性,0.0,利空,0.0,利空,25.0,利多,0.0,利多,25.0,利多,看多,1.0
2022-05-06,2022-05-06,2022-05-06,90.0,90.0,0,1,0,0,1,1,0.0,利多,20.0,利多,20.0,利多,0.0,中性,0.0,利空,0.0,利空,25.0,利多,0.0,利多,25.0,利多,看多,1.0
2022-05-07,2022-05-07,2022-05-07,60.0,60.0,1,1,0,0,2,1,0.0,利空,10.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,利空,25.0,利多,0.0,利多,25.0,利多,中性,0.0
2022-05-09,2022-05-09,2022-05-09,52.5,52.5,1,0,0,0,1,1,0.0,利空,10.0,中性,0.0,利空,0.0,中性,5.0,中性,0.0,利空,12.5,中性,0.0,利多,25.0,利多,中性,0.0
2022-05-10,2022-05-10,2022-05-10,47.5,47.5,1,1,0,0,2,1,0.0,利空,10.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,利空,12.5,中性,0.0,利多,25.0,利多,中性,0.0
2022-05-11,2022-05-11,2022-05-11,60.0,60.0,1,1,0,0,2,1,0.0,利空,10.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,利空,25.0,利多,0.0,利多,25.0,利多,中性,0.0
2022-05-12,2022-05-12,2022-05-12,50.0,50.0,1,1,0,0,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,利空,25.0,利多,0.0,利多,25.0,利多,中性,0.0
2022-05-13,2022-05-13,2022-05-13,25.0,25.0,1,1,1,0,3,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,利空,0.0,利空,0.0,利多,25.0,利多,看空,0.0
2022-05-16,2022-05-16,2022-05-16,50.0,50.0,1,1,0,0,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,利空,25.0,利多,0.0,利多,25.0,利多,中性,0.0
2022-05-17,2022-05-17,2022-05-17,50.0,50.0,1,1,0,0,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,利空,25.0,利多,0.0,利多,25.0,利多,中性,0.0
2022-05-18,2022-05-18,2022-05-18,55.0,55.0,1,0,0,0,1,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,利空,25.0,利多,0.0,利多,25.0,利多,中性,0.0
2022-05-19,2022-05-19,2022-05-19,35.0,35.0,1,1,1,0,3,1,0.0,利空,10.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,利空,0.0,利空,0.0,利多,25.0,利多,中性,0.0
2022-05-20,2022-05-20,2022-05-20,25.0,25.0,1,1,0,0,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,利多,25.0,利多,看空,0.0
2022-05-23,2022-05-23,2022-05-23,25.0,25.0,1,1,1,0,3,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,利空,0.0,利空,0.0,利多,25.0,利多,看空,0.0
2022-05-24,2022-05-24,2022-05-24,25.0,25.0,1,1,1,0,3,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,利空,0.0,利空,0.0,利多,25.0,利多,看空,0.0
2022-05-25,2022-05-25,2022-05-25,25.0,25.0,1,1,1,0,3,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,利空,0.0,利空,0.0,利多,25.0,利多,看空,0.0
2022-05-26,2022-05-26,2022-05-26,25.0,25.0,1,1,0,0,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,利多,25.0,利多,看空,0.0
2022-05-27,2022-05-27,2022-05-27,25.0,25.0,1,1,0,0,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,利多,25.0,利多,看空,0.0
2022-05-30,2022-05-30,2022-05-30,25.0,25.0,1,1,0,0,2,1,0.0,中性,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,利多,25.0,利多,看空,0.0
2022-05-31,2022-05-31,2022-05-31,5.0,5.0,1,0,0,1,2,1,0.0,中性,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,中性,0.0,利空,0.0,利多,0.0,利空,看空,0.0
2022-06-01,2022-06-01,2022-06-01,15.0,15.0,0,0,0,1,1,0,0.0,中性,0.0,利空,10.0,中性,0.0,中性,5.0,中性,0.0,中性,0.0,利空,0.0,利多,0.0,利空,看空,0.0
2022-06-02,2022-06-02,2022-06-02,30.0,30.0,0,0,0,1,1,0,0.0,利多,0.0,利空,20.0,利多,0.0,中性,10.0,利多,0.0,中性,0.0,利空,0.0,利多,0.0,利空,中性,0.0
2022-06-06,2022-06-06,2022-06-06,45.0,45.0,1,0,0,1,2,1,0.0,利空,0.0,利空,10.0,中性,0.0,中性,10.0,利多,0.0,中性,25.0,利多,0.0,利多,0.0,利空,中性,0.0
2022-06-07,2022-06-07,2022-06-07,40.0,40.0,1,0,0,1,2,1,0.0,利空,0.0,利空,10.0,中性,0.0,中性,5.0,中性,0.0,中性,25.0,利多,0.0,中性,0.0,利空,中性,0.0
2022-06-08,2022-06-08,2022-06-08,5.0,5.0,1,0,0,1,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,中性,0.0,利空,0.0,中性,0.0,利空,看空,0.0
2022-06-09,2022-06-09,2022-06-09,27.5,27.5,1,0,0,1,2,1,0.0,利空,10.0,中性,0.0,利空,0.0,中性,5.0,中性,0.0,中性,12.5,中性,0.0,利多,0.0,利空,看空,0.0
2022-06-10,2022-06-10,2022-06-10,5.0,5.0,1,0,0,1,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,中性,0.0,利空,0.0,中性,0.0,利空,看空,0.0
2022-06-13,2022-06-13,2022-06-13,0.0,0.0,1,1,0,1,3,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,利多,0.0,利空,看空,0.0
2022-06-14,2022-06-14,2022-06-14,0.0,0.0,1,1,0,1,3,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,中性,0.0,利空,0.0,中性,0.0,利空,看空,0.0
2022-06-15,2022-06-15,2022-06-15,30.0,30.0,1,0,0,1,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,中性,25.0,利多,0.0,利多,0.0,利空,中性,0.0
2022-06-16,2022-06-16,2022-06-16,17.5,17.5,1,0,0,1,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,中性,12.5,中性,0.0,利多,0.0,利空,看空,0.0
2022-06-17,2022-06-17,2022-06-17,17.5,17.5,1,0,0,1,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,中性,12.5,中性,0.0,利多,0.0,利空,看空,0.0
2022-06-20,2022-06-20,2022-06-20,30.0,30.0,1,0,0,1,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,中性,25.0,利多,0.0,利多,0.0,利空,中性,0.0
2022-06-21,2022-06-21,2022-06-21,17.5,17.5,1,0,0,1,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,中性,12.5,中性,0.0,利多,0.0,利空,看空,0.0
2022-06-22,2022-06-22,2022-06-22,30.0,30.0,1,0,0,1,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,中性,25.0,利多,0.0,利多,0.0,利空,中性,0.0
2022-06-23,2022-06-23,2022-06-23,17.5,17.5,1,0,0,1,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,中性,12.5,中性,0.0,利多,0.0,利空,看空,0.0
2022-06-24,2022-06-24,2022-06-24,42.5,42.5,1,0,0,0,1,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,中性,12.5,中性,0.0,利多,25.0,利多,中性,0.0
2022-06-27,2022-06-27,2022-06-27,30.0,30.0,1,0,0,1,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,中性,25.0,利多,0.0,利多,0.0,利空,中性,0.0
2022-06-28,2022-06-28,2022-06-28,55.0,55.0,1,0,0,0,1,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,利空,25.0,利多,0.0,利多,25.0,利多,中性,0.0
2022-06-29,2022-06-29,2022-06-29,50.0,50.0,1,1,0,0,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,利空,25.0,利多,0.0,利多,25.0,利多,中性,0.0
2022-06-30,2022-06-30,2022-06-30,50.0,50.0,1,1,0,0,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,利空,25.0,利多,0.0,利多,25.0,利多,中性,0.0
2022-07-01,2022-07-01,2022-07-01,70.0,70.0,0,1,0,0,1,1,0.0,利空,10.0,中性,10.0,中性,0.0,中性,0.0,利空,0.0,利空,25.0,利多,0.0,利多,25.0,利多,看多,1.0
2022-07-04,2022-07-04,2022-07-04,90.0,90.0,0,1,0,0,1,1,0.0,中性,20.0,利多,20.0,利多,0.0,中性,0.0,利空,0.0,利空,25.0,利多,0.0,利多,25.0,利多,看多,1.0
2022-07-05,2022-07-05,2022-07-05,57.5,57.5,0,0,0,1,1,0,0.0,中性,20.0,利多,20.0,利多,0.0,中性,5.0,中性,0.0,利空,12.5,中性,0.0,利多,0.0,利空,中性,0.0
2022-07-06,2022-07-06,2022-07-06,82.5,82.5,0,0,0,0,0,0,0.0,中性,20.0,利多,20.0,利多,0.0,中性,5.0,中性,0.0,利空,12.5,中性,0.0,利多,25.0,利多,看多,1.0
2022-07-07,2022-07-07,2022-07-07,100.0,100.0,0,0,0,0,0,0,0.0,中性,20.0,利多,20.0,利多,0.0,中性,10.0,利多,0.0,利空,25.0,利多,0.0,利多,25.0,利多,看多,1.0
2022-07-08,2022-07-08,2022-07-08,90.0,90.0,0,0,0,0,0,0,0.0,中性,10.0,中性,20.0,利多,0.0,中性,10.0,利多,0.0,利空,25.0,利多,0.0,利多,25.0,利多,看多,1.0
2022-07-11,2022-07-11,2022-07-11,100.0,100.0,0,0,0,0,0,0,0.0,利多,20.0,利多,20.0,利多,0.0,中性,10.0,利多,0.0,利空,25.0,利多,0.0,利多,25.0,利多,看多,1.0
