signal_date,总分,结论,仓位
2024-12-02,50.0,中性,0.0
2024-12-03,52.5,中性,0.0
2024-12-04,55.0,中性,0.0
2024-12-05,50.0,中性,0.0
2024-12-06,50.0,中性,0.0
2024-12-09,50.0,中性,0.0
2024-12-10,65.0,中性,0.0
2024-12-11,60.0,中性,0.0
2024-12-12,67.5,中性,0.0
2024-12-13,85.0,看多,1.0
2024-12-16,67.5,中性,0.0
2024-12-17,70.0,看多,1.0
2024-12-18,40.0,中性,0.0
2024-12-19,27.5,看空,0.0
2024-12-20,40.0,中性,0.0
2024-12-23,40.0,中性,0.0
2024-12-24,85.0,看多,1.0
2024-12-25,57.5,中性,0.0
2025-01-02,90.0,看多,1.0
2025-01-03,90.0,看多,1.0
2025-01-06,92.5,看多,1.0
2025-01-07,40.0,中性,0.0
2025-01-08,40.0,中性,0.0
2025-01-09,40.0,中性,0.0
2025-01-10,40.0,中性,0.0
2025-01-13,25.0,看空,0.0
2025-01-14,17.5,看空,0.0
2025-01-15,2.5,看空,0.0
2025-01-16,2.5,看空,0.0
2025-01-17,2.5,看空,0.0
2025-01-20,17.5,看空,0.0
2025-01-21,17.5,看空,0.0
2025-01-22,37.5,中性,0.0
2025-01-23,42.5,中性,0.0
2025-01-24,42.5,中性,0.0
2025-01-27,12.5,看空,0.0
2025-02-05,17.5,看空,0.0
2025-02-06,67.5,中性,0.0
2025-02-07,70.0,看多,1.0
2025-02-10,67.5,中性,0.0
2025-02-11,67.5,中性,0.0
2025-02-12,72.5,看多,1.0
2025-02-13,72.5,看多,1.0
2025-02-14,67.5,中性,0.0
2025-02-17,52.5,中性,0.0
2025-02-18,67.5,中性,0.0
2025-02-19,17.5,看空,0.0
2025-02-20,2.5,看空,0.0
2025-02-21,2.5,看空,0.0
2025-02-24,2.5,看空,0.0
2025-02-25,2.5,看空,0.0
2025-02-26,5.0,看空,0.0
2025-02-27,10.0,看空,0.0
2025-02-28,5.0,看空,0.0
2025-03-03,25.0,看空,0.0
2025-03-04,70.0,看多,1.0
2025-03-05,70.0,看多,1.0
2025-03-06,70.0,看多,1.0
2025-03-07,75.0,看多,1.0
2025-03-10,40.0,中性,0.0
2025-03-11,40.0,中性,0.0
2025-03-12,40.0,中性,0.0
2025-03-13,40.0,中性,0.0
2025-03-14,40.0,中性,0.0
2025-03-17,25.0,看空,0.0
2025-03-18,20.0,看空,0.0
2025-03-19,20.0,看空,0.0
2025-03-20,70.0,看多,1.0
2025-03-21,70.0,看多,1.0
2025-03-24,70.0,看多,1.0
2025-03-25,55.0,中性,0.0
2025-03-26,55.0,中性,0.0
2025-03-27,70.0,看多,1.0
2025-03-28,70.0,看多,1.0
2025-03-31,75.0,看多,1.0
2025-04-01,95.0,看多,1.0
2025-04-02,95.0,看多,1.0
2025-04-03,80.0,看多,1.0
2025-04-07,75.0,看多,1.0
2025-04-08,90.0,看多,1.0
2025-04-09,70.0,看多,1.0
2025-04-10,70.0,看多,1.0
2025-04-11,75.0,看多,1.0
2025-04-14,75.0,看多,1.0
2025-04-15,10.0,看空,0.0
2025-04-16,77.5,看多,1.0
2025-04-17,62.5,中性,0.0
2025-04-18,77.5,看多,1.0
2025-04-21,77.5,看多,1.0
2025-04-22,77.5,看多,1.0
2025-04-23,77.5,看多,1.0
2025-04-24,27.5,看空,0.0
2025-04-25,12.5,看空,0.0
2025-04-28,62.5,中性,0.0
2025-04-29,65.0,中性,0.0
2025-04-30,65.0,中性,0.0
2025-05-06,77.5,看多,1.0
2025-05-07,77.5,看多,1.0
2025-05-08,77.5,看多,1.0
2025-05-09,92.5,看多,1.0
2025-05-12,92.5,看多,1.0
2025-05-13,90.0,看多,1.0
2025-05-14,77.5,看多,1.0
2025-05-15,77.5,看多,1.0
2025-05-16,22.5,看空,0.0
2025-05-19,27.5,看空,0.0
2025-05-20,25.0,看空,0.0
2025-05-21,25.0,看空,0.0
2025-05-22,25.0,看空,0.0
2025-05-23,75.0,看多,1.0
2025-05-26,60.0,中性,0.0
2025-05-27,60.0,中性,0.0
2025-05-28,60.0,中性,0.0
2025-05-29,75.0,看多,1.0
2025-05-30,75.0,看多,1.0
2025-06-03,75.0,看多,1.0
2025-06-04,90.0,看多,1.0
2025-06-05,40.0,中性,0.0
2025-06-06,45.0,中性,0.0
2025-06-09,40.0,中性,0.0
2025-06-10,40.0,中性,0.0
2025-06-11,90.0,看多,1.0
2025-06-12,75.0,看多,1.0
2025-06-13,75.0,看多,1.0
2025-06-16,75.0,看多,1.0
2025-06-17,67.5,中性,0.0
2025-06-18,67.5,中性,0.0
2025-06-19,52.5,中性,0.0
2025-06-20,52.5,中性,0.0
2025-06-23,52.5,中性,0.0
2025-06-24,52.5,中性,0.0
2025-06-25,52.5,中性,0.0
2025-06-26,10.0,看空,0.0
2025-06-27,10.0,看空,0.0
2025-06-30,92.5,看多,1.0
2025-07-01,92.5,看多,1.0
2025-07-02,75.0,看多,1.0
2025-07-03,75.0,看多,1.0
2025-07-04,75.0,看多,1.0
2025-07-07,75.0,看多,1.0
2025-07-08,75.0,看多,1.0
2025-07-09,75.0,看多,1.0
2025-07-10,75.0,看多,1.0
2025-07-11,75.0,看多,1.0
2025-07-14,75.0,看多,1.0
2025-07-15,0.0,看空,0.0
2025-07-16,5.0,看空,0.0
2025-07-17,2.5,看空,0.0
2025-07-18,17.5,看空,0.0
2025-07-21,17.5,看空,0.0
2025-07-22,17.5,看空,0.0
2025-07-23,17.5,看空,0.0
2025-07-24,17.5,看空,0.0
2025-07-25,2.5,看空,0.0
2025-07-28,7.5,看空,0.0
2025-07-29,22.5,看空,0.0
2025-07-30,22.5,看空,0.0
2025-07-31,45.0,中性,0.0
2025-08-01,40.0,中性,0.0
2025-08-04,75.0,看多,1.0
2025-08-05,90.0,看多,1.0
2025-08-06,90.0,看多,1.0
2025-08-07,80.0,看多,1.0
2025-08-08,95.0,看多,1.0
2025-08-11,45.0,中性,0.0
2025-08-12,22.5,看空,0.0
2025-08-13,25.0,看空,0.0
2025-08-14,22.5,看空,0.0
2025-08-15,5.0,看空,0.0
2025-08-18,17.5,看空,0.0
2025-08-19,20.0,看空,0.0
2025-08-20,20.0,看空,0.0
2025-08-21,10.0,看空,0.0
2025-08-22,30.0,中性,0.0
2025-08-25,15.0,看空,0.0
2025-08-26,15.0,看空,0.0
2025-08-27,15.0,看空,0.0
2025-08-28,32.5,中性,0.0
2025-08-29,27.5,看空,0.0
2025-09-01,92.5,看多,1.0
2025-09-02,80.0,看多,1.0
2025-09-03,80.0,看多,1.0
2025-09-04,30.0,中性,0.0
2025-09-05,77.5,看多,1.0
2025-09-08,77.5,看多,1.0
2025-09-09,42.5,中性,0.0
2025-09-10,27.5,看空,0.0
2025-09-11,27.5,看空,0.0
2025-09-12,30.0,中性,0.0
2025-09-15,30.0,中性,0.0
2025-09-16,27.5,看空,0.0
2025-09-17,30.0,中性,0.0
2025-09-18,30.0,中性,0.0
2025-09-19,30.0,中性,0.0
2025-09-22,77.5,看多,1.0
2025-09-23,30.0,中性,0.0
2025-09-24,30.0,中性,0.0
2025-09-25,30.0,中性,0.0
2025-09-26,35.0,中性,0.0
2025-09-29,20.0,看空,0.0
2025-09-30,20.0,看空,0.0
2025-10-09,50.0,中性,0.0
2025-10-10,50.0,中性,0.0
2025-10-13,50.0,中性,0.0
2025-10-14,45.0,中性,0.0
2025-10-15,30.0,中性,0.0
2025-10-16,45.0,中性,0.0
2025-10-17,27.5,看空,0.0
2025-10-20,27.5,看空,0.0
2025-10-21,27.5,看空,0.0
2025-10-22,77.5,看多,1.0
2025-10-23,27.5,看空,0.0
2025-10-24,27.5,看空,0.0
2025-10-27,62.5,中性,0.0
2025-10-28,62.5,中性,0.0
2025-10-29,62.5,中性,0.0
2025-10-30,62.5,中性,0.0
2025-10-31,77.5,看多,1.0
2025-11-03,92.5,看多,1.0
2025-11-04,77.5,看多,1.0
2025-11-05,77.5,看多,1.0
2025-11-06,77.5,看多,1.0
2025-11-07,77.5,看多,1.0
2025-11-10,77.5,看多,1.0
2025-11-11,77.5,看多,1.0
2025-11-12,77.5,看多,1.0
2025-11-13,77.5,看多,1.0
2025-11-14,75.0,看多,1.0
2025-11-17,25.0,看空,0.0
2025-11-18,75.0,看多,1.0
2025-11-19,25.0,看空,0.0
2025-11-20,75.0,看多,1.0
2025-11-21,70.0,看多,1.0
2025-11-24,5.0,看空,0.0
2025-11-25,5.0,看空,0.0
2025-11-26,7.5,看空,0.0
2025-11-27,12.5,看空,0.0
2025-11-28,12.5,看空,0.0
2025-12-01,32.5,中性,0.0
2025-12-02,32.5,中性,0.0
2025-12-03,32.5,中性,0.0
2025-12-04,32.5,中性,0.0
2025-12-05,27.5,看空,0.0
2025-12-08,50.0,中性,0.0
2025-12-09,50.0,中性,0.0
2025-12-10,50.0,中性,0.0
2025-12-11,50.0,中性,0.0
2025-12-12,47.5,中性,0.0
2025-12-15,47.5,中性,0.0
2025-12-16,47.5,中性,0.0
2025-12-17,50.0,中性,0.0
2025-12-18,50.0,中性,0.0
2025-12-19,47.5,中性,0.0
2025-12-22,47.5,中性,0.0
2025-12-23,47.5,中性,0.0
2025-12-24,47.5,中性,0.0
2025-12-25,17.5,看空,0.0
2025-12-26,17.5,看空,0.0
2025-12-29,67.5,中性,0.0
2025-12-30,62.5,中性,0.0
2025-12-31,77.5,看多,1.0
2026-01-05,92.5,看多,1.0
2026-01-06,42.5,中性,0.0
2026-01-07,42.5,中性,0.0
2026-01-08,42.5,中性,0.0
2026-01-09,42.5,中性,0.0
2026-01-12,27.5,看空,0.0
2026-01-13,27.5,看空,0.0
2026-01-14,27.5,看空,0.0
2026-01-15,27.5,看空,0.0
2026-01-16,10.0,看空,0.0
2026-01-19,25.0,看空,0.0
2026-01-20,25.0,看空,0.0
2026-01-21,17.5,看空,0.0
2026-01-22,67.5,中性,0.0
2026-01-23,52.5,中性,0.0
2026-01-26,52.5,中性,0.0
2026-01-27,52.5,中性,0.0
2026-01-28,52.5,中性,0.0
2026-01-29,2.5,看空,0.0
2026-01-30,2.5,看空,0.0
2026-02-02,52.5,中性,0.0
2026-02-03,52.5,中性,0.0
2026-02-04,52.5,中性,0.0
2026-02-05,52.5,中性,0.0
2026-02-06,52.5,中性,0.0
2026-02-09,52.5,中性,0.0
2026-02-10,77.5,看多,1.0
2026-02-11,67.5,中性,0.0
2026-02-24,67.5,中性,0.0
2026-02-25,52.5,中性,0.0
2026-02-26,52.5,中性,0.0
2026-02-27,52.5,中性,0.0
2026-03-02,55.0,中性,0.0
2026-03-03,5.0,看空,0.0
2026-03-04,25.0,看空,0.0
2026-03-05,60.0,中性,0.0
2026-03-06,65.0,中性,0.0
2026-03-09,80.0,看多,1.0
2026-03-10,95.0,看多,1.0
2026-03-11,75.0,看多,1.0
2026-03-12,75.0,看多,1.0
2026-03-13,67.5,中性,0.0
2026-03-16,67.5,中性,0.0
2026-03-17,67.5,中性,0.0
2026-03-18,17.5,看空,0.0
2026-03-19,67.5,中性,0.0
2026-03-20,72.5,看多,1.0
2026-03-23,52.5,中性,0.0
2026-03-24,75.0,看多,1.0
2026-03-25,60.0,中性,0.0
2026-03-26,60.0,中性,0.0
2026-03-27,75.0,看多,1.0
2026-03-30,75.0,看多,1.0
2026-03-31,75.0,看多,1.0
2026-04-01,80.0,看多,1.0
2026-04-02,97.5,看多,1.0
2026-04-03,75.0,看多,1.0
2026-04-07,75.0,看多,1.0
2026-04-08,75.0,看多,1.0
2026-04-09,75.0,看多,1.0
2026-04-10,75.0,看多,1.0
2026-04-13,75.0,看多,1.0
2026-04-14,75.0,看多,1.0
2026-04-15,67.5,中性,0.0
2026-04-16,77.5,看多,1.0
2026-04-17,62.5,中性,0.0
2026-04-20,77.5,看多,1.0
2026-04-21,77.5,看多,1.0
2026-04-22,77.5,看多,1.0
2026-04-23,77.5,看多,1.0
2026-04-24,75.0,看多,1.0
2026-04-27,62.5,中性,0.0
2026-04-28,62.5,中性,0.0
2026-04-29,67.5,中性,0.0
2026-04-30,97.5,看多,1.0
2026-05-06,92.5,看多,1.0
2026-05-07,92.5,看多,1.0
2026-05-08,92.5,看多,1.0
2026-05-11,90.0,看多,1.0
2026-05-12,90.0,看多,1.0
2026-05-13,90.0,看多,1.0
2026-05-14,75.0,看多,1.0
2026-05-15,60.0,中性,0.0
2026-05-18,75.0,看多,1.0
2026-05-19,75.0,看多,1.0
2026-05-20,72.5,看多,1.0
2026-05-21,67.5,中性,0.0
2026-05-22,67.5,中性,0.0
2026-05-25,52.5,中性,0.0
2026-05-26,52.5,中性,0.0
2026-05-27,57.5,中性,0.0
2026-05-28,72.5,看多,1.0
2026-05-29,77.5,看多,1.0
2026-06-01,72.5,看多,1.0
2026-06-02,72.5,看多,1.0
2026-06-03,72.5,看多,1.0
2026-06-04,67.5,中性,0.0
2026-06-05,67.5,中性,0.0
2026-06-08,72.5,看多,1.0
2026-06-09,72.5,看多,1.0
2026-06-10,72.5,看多,1.0
2026-06-11,17.5,看空,0.0
2026-06-12,17.5,看空,0.0
2026-06-15,22.5,看空,0.0
2026-06-16,22.5,看空,0.0
2026-06-17,42.5,中性,0.0
2026-06-18,37.5,中性,0.0
2026-06-22,67.5,中性,0.0
2026-06-23,52.5,中性,0.0
2026-06-24,50.0,中性,0.0
2026-06-25,52.5,中性,0.0
2026-06-26,52.5,中性,0.0
2026-06-29,72.5,看多,1.0
2026-06-30,72.5,看多,1.0
2026-07-01,92.5,看多,1.0
2026-07-02,92.5,看多,1.0
2026-07-03,72.5,看多,1.0
2026-07-06,37.5,中性,0.0
2026-07-07,22.5,看空,0.0
2026-07-08,37.5,中性,0.0
2026-07-09,37.5,中性,0.0
2026-07-10,37.5,中性,0.0
2026-07-13,22.5,看空,0.0
2026-07-14,72.5,看多,1.0
2026-07-15,57.5,中性,0.0
2026-07-16,72.5,看多,1.0
2026-07-17,50.0,中性,0.0
2026-07-20,67.5,中性,0.0
2026-07-21,22.5,看空,0.0
2026-07-22,67.5,中性,0.0
2026-07-23,70.0,看多,1.0
2026-07-24,70.0,看多,1.0
2026-07-27,50.0,中性,0.0
2026-07-28,70.0,看多,1.0
2026-07-29,50.0,中性,0.0
2026-07-30,70.0,看多,1.0
2026-07-31,70.0,看多,1.0
2026-08-03,70.0,看多,1.0
2026-08-04,67.5,中性,0.0
2026-08-05,67.5,中性,0.0
2026-08-06,67.5,中性,0.0
2026-08-07,70.0,看多,1.0
2026-08-10,67.5,中性,0.0
2026-08-11,70.0,看多,1.0
2026-08-12,70.0,看多,1.0
2026-08-13,70.0,看多,1.0
2026-08-14,67.5,中性,0.0
2026-08-17,67.5,中性,0.0
2026-08-18,67.5,中性,0.0
2026-08-19,67.5,中性,0.0
2026-08-20,67.5,中性,0.0
2026-08-21,67.5,中性,0.0
2026-08-24,67.5,中性,0.0
2026-08-25,47.5,中性,0.0
2026-08-26,50.0,中性,0.0
2026-08-27,50.0,中性,0.0
2026-08-28,70.0,看多,1.0
2026-08-31,70.0,看多,1.0
2026-09-01,70.0,看多,1.0
2026-09-02,70.0,看多,1.0
2026-09-03,70.0,看多,1.0
2026-09-04,70.0,看多,1.0
